Year,Week,new_cases,new_deaths,icu_patients,hosp_patients,new_vaccinations,Sequence_Index,new_cases_predicted,new_cases_difference,new_deaths_predicted,new_deaths_difference,icu_patients_predicted,icu_patients_difference,hosp_patients_predicted,hosp_patients_difference
2023,3,31693,398,7738,130267,148181.25,149,195543.75313315846,-163850.75313315846,1103.4298178399588,-705.4298178399588,12520.457346072968,-4782.457346072968,124109.93774653066,6157.062253469339
2023,4,29999,326,6583,115467,108656.1,150,193389.0067869914,-163390.0067869914,1106.1137080253575,-780.1137080253575,12440.92269624924,-5857.922696249239,124214.41088227459,-8747.410882274591
2023,5,26127,260,5807,100133,77411.25,151,191685.66786546833,-165558.66786546833,1108.2353380826564,-848.2353380826564,12378.050115030828,-6571.050115030828,124296.99747474417,-24163.997474744174
2023,6,22545,171,5432,94683,54380.55,152,190430.13014645476,-167885.13014645476,1109.799199818611,-938.799199818611,12331.70649180118,-6899.70649180118,124357.8723720533,-29674.8723720533
2023,7,24116,180,5243,91544,37627.8,153,189516.84008049042,-165400.84008049042,1110.9367677039556,-930.9367677039556,12297.995699942465,-7054.995699942465,124402.15335074242,-32858.15335074242
2023,8,26274,170,5114,90757,30106.65,154,189106.81834796126,-162832.81834796126,1111.4474790021522,-941.4474790021522,12282.861234127113,-7168.861234127113,124422.03330375715,-33665.033303757154
2023,9,25318,152,5033,89487,24675.0,155,188810.707441585,-163492.707441585,1111.8163062457052,-959.8163062457052,12271.931373501282,-7238.931373501282,124436.39027666589,-34949.39027666589
2023,10,35851,125,5193,91170,18299.4,156,188463.13631776578,-152612.13631776578,1112.2492308586675,-987.2492308586675,12259.102045505912,-7066.1020455059115,124453.24230440643,-33283.242304406434
2023,11,46305,163,5291,92965,15698.550000000001,157,188321.34882209712,-142016.34882209712,1112.4258372925126,-949.4258372925126,12253.868474121768,-6962.868474121768,124460.11688818662,-31495.116888186618
2023,12,54593,168,5262,92412,14517.300000000001,158,188256.95199826697,-133663.95199826697,1112.5060481274243,-944.5060481274243,12251.491498826183,-6989.491498826183,124463.23917593498,-32051.239175934985
2023,13,57282,210,3623,65810,13927.2,159,188224.7822071625,-130942.7822071625,1112.54611789562,-902.54611789562,12250.304067611854,-8627.304067611854,124464.79893212573,-58654.798932125734
